,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,VWAP,Day_Perc_Change,Trend
139,TATAPOWER,EQ,2017-12-01,94.7,94.85,95.6,89.7,90.05,90.25,92.6,7310376,676926092.1,21831,1987340,27.19,2017,12,83.58916994107986,-5.049973698053655,Among top losers
140,TATAPOWER,EQ,2017-12-04,90.25,91.0,91.85,89.25,90.05,89.85,90.51,4903439,443807618.2,17479,1183923,24.14,2017,12,83.62682818811336,-5.121436114044364,Among top losers
141,TATAPOWER,EQ,2017-12-05,89.85,89.75,89.9,88.1,88.9,88.9,88.8,4046457,359305860.05,14387,791327,19.56,2017,12,83.65287316040367,-1.4958448753462528,Negative
142,TATAPOWER,EQ,2017-12-06,88.9,89.0,90.25,87.0,87.45,87.4,88.62,4891755,433504140.3,28604,1355308,27.71,2017,12,83.67511418090277,-2.7267668336115602,Negative
143,TATAPOWER,EQ,2017-12-07,87.4,87.9,91.2,87.7,90.7,90.85,90.09,10031260,903705687.9,42564,2586444,25.78,2017,12,83.76139374834092,2.1934758155230494,Positive
144,TATAPOWER,EQ,2017-12-08,90.85,91.5,93.85,91.2,91.5,91.6,92.36,8248218,761804761.7,31219,2073901,25.14,2017,12,83.83814109199872,4.8054919908466776,Among top gainers
145,TATAPOWER,EQ,2017-12-11,91.6,92.2,94.05,90.35,93.25,93.55,92.57,8217955,760705702.75,28599,2628114,31.98,2017,12,83.93196520667088,2.971931755641166,Positive
146,TATAPOWER,EQ,2017-12-12,93.55,92.85,93.0,90.15,90.7,90.55,91.43,5463807,499571258.25,16501,1613299,29.53,2017,12,83.97420211859094,-1.1462882096069826,Negative
147,TATAPOWER,EQ,2017-12-13,90.55,90.55,91.65,89.9,90.3,90.25,90.48,7782576,704162732.45,19761,2303202,29.59,2017,12,84.03073875051359,-3.5275253874933132,Among top losers
148,TATAPOWER,EQ,2017-12-14,90.25,90.5,91.0,89.35,90.75,90.5,90.04,9796726,882098616.0,27960,5602960,57.19,2017,12,84.10327849453873,-0.055218111540578096,Slight or No change
149,TATAPOWER,EQ,2017-12-15,90.5,91.55,92.1,90.7,90.95,91.2,91.29,4984491,455015457.3,18741,1463122,29.35,2017,12,84.1435361339495,1.0526315789473717,Positive
150,TATAPOWER,EQ,2017-12-18,91.2,90.0,93.05,88.3,91.2,91.1,91.15,8374309,763352174.6,22051,2091810,24.98,2017,12,84.2092092720686,0.6629834254143541,Slight positive
151,TATAPOWER,EQ,2017-12-19,91.1,91.8,92.0,90.6,91.0,91.1,91.16,3616578,329704987.15,11730,1545678,42.74,2017,12,84.23718942614144,-0.10964912280703176,Slight or No change
152,TATAPOWER,EQ,2017-12-20,91.1,91.0,91.9,90.55,90.85,90.85,91.06,4907711,446895642.1,15341,1865615,38.01,2017,12,84.27342722546348,-0.27442371020856005,Slight or No change
153,TATAPOWER,EQ,2017-12-21,90.85,90.85,91.7,90.6,90.95,91.0,91.05,4925527,448478838.1,31257,2236133,45.4,2017,12,84.3102198949708,-0.1097694840834218,Slight or No change
154,TATAPOWER,EQ,2017-12-22,91.0,91.3,93.85,90.95,92.65,92.75,92.82,12421581,1152983692.65,47307,4870404,39.21,2017,12,84.42505456361495,2.091359383599345,Positive
155,TATAPOWER,EQ,2017-12-26,92.75,95.9,95.9,92.6,93.1,93.15,93.71,8476138,794338336.1,40967,2085512,24.6,2017,12,84.50531695732658,2.3626373626373764,Positive
156,TATAPOWER,EQ,2017-12-27,93.15,93.5,94.2,91.55,92.2,92.3,93.04,5456865,507705633.15,23495,1605291,29.42,2017,12,84.55120806902195,-0.48517520215634047,Slight or No change
157,TATAPOWER,EQ,2017-12-28,92.3,92.65,93.5,91.6,92.45,92.05,92.54,6436421,595619115.05,17209,3200257,49.72,2017,12,84.6029231474381,-1.180891035963505,Negative
158,TATAPOWER,EQ,2017-12-29,92.05,92.75,94.75,92.3,93.4,93.5,93.48,9494201,887521144.1,28265,4542843,47.85,2017,12,84.69251974979788,1.300108342361872,Positive
159,TATAPOWER,EQ,2018-01-01,93.5,93.8,100.0,92.4,97.15,97.15,97.36,33659894,3277081194.15,90941,7120241,21.15,2018,1,85.12195106139563,5.540467137425331,Among top gainers
160,TATAPOWER,EQ,2018-01-02,97.15,98.25,100.25,96.15,99.6,99.7,98.42,29174233,2871204993.9,75668,8813769,30.21,2018,1,85.54487655457828,6.631016042780757,Among top gainers
161,TATAPOWER,EQ,2018-01-03,99.7,100.3,101.6,99.6,100.45,100.8,100.6,23056832,2319521984.05,63603,7495937,32.51,2018,1,85.88680508732647,3.757076685537819,Among top gainers
162,TATAPOWER,EQ,2018-01-04,100.8,100.95,101.0,99.25,99.5,99.6,99.74,6688043,667059168.5,22391,2310138,34.54,2018,1,85.97538662706152,-0.10030090270812808,Slight or No change
163,TATAPOWER,EQ,2018-01-05,99.6,99.8,101.8,99.3,99.4,99.55,100.38,11646646,1169078769.7,41950,4759461,40.87,2018,1,86.12638624283505,-1.2400793650793607,Negative
164,TATAPOWER,EQ,2018-01-08,99.55,100.0,100.5,98.9,100.05,99.85,99.72,5874354,585799255.25,19968,2112121,35.95,2018,1,86.2029540599378,0.25100401606426015,Slight or No change
165,TATAPOWER,EQ,2018-01-09,99.85,100.05,101.5,98.3,98.85,98.6,99.61,8661596,862809189.65,28884,1878368,21.69,2018,1,86.30410634230509,-0.9542943244600699,Slight negative
166,TATAPOWER,EQ,2018-01-10,98.6,98.85,99.9,97.1,98.35,98.25,98.45,5961340,586890558.0,21081,1045627,17.54,2018,1,86.37081620498266,-1.6024036054081092,Negative
167,TATAPOWER,EQ,2018-01-11,98.25,98.3,100.25,97.8,99.65,99.55,99.31,7143254,709414784.1,23308,2279388,31.91,2018,1,86.45841854666801,0.9634888438133871,Slight positive
168,TATAPOWER,EQ,2018-01-12,99.55,99.7,101.15,97.45,98.8,99.05,99.69,8351731,832575999.95,32955,1616916,19.36,2018,1,86.5555200136522,0.8142493638676918,Slight positive
169,TATAPOWER,EQ,2018-01-15,99.05,99.55,99.8,97.7,98.2,97.95,98.81,4943917,488517203.35,15199,2055001,41.57,2018,1,86.6072993708948,-1.6072325464590587,Negative
170,TATAPOWER,EQ,2018-01-16,97.95,98.2,98.45,92.9,93.7,93.65,94.99,9672170,918737529.3,32570,3091653,31.96,2018,1,86.66935914492653,-5.451792024230173,Among top losers
171,TATAPOWER,EQ,2018-01-17,93.65,93.7,94.0,91.5,93.4,93.2,92.93,11511446,1069792658.4,27587,5833596,50.68,2018,1,86.73713917005729,-4.849412965798871,Among top losers
172,TATAPOWER,EQ,2018-01-18,93.2,93.9,94.25,90.05,90.5,90.6,92.47,8188295,757189049.85,25812,3613342,44.13,2018,1,86.7654481447287,-3.256807261078498,Among top losers
173,TATAPOWER,EQ,2018-01-19,90.6,90.7,92.5,90.2,92.05,92.2,91.53,4545029,415989370.95,14547,1169644,25.73,2018,1,86.787465186119,-1.0729613733905574,Negative
174,TATAPOWER,EQ,2018-01-22,92.2,92.6,92.75,91.25,92.1,92.1,91.71,3904900,358116733.7,13812,1402866,35.93,2018,1,86.80589246625688,1.655629139072845,Positive
175,TATAPOWER,EQ,2018-01-23,92.1,92.25,93.4,91.75,92.45,92.5,92.44,4928177,455580778.7,19175,1734801,35.2,2018,1,86.83071033465893,0.32537960954446277,Slight or No change
176,TATAPOWER,EQ,2018-01-24,92.5,92.25,92.9,90.85,91.35,91.8,91.79,4353614,399629697.9,15320,1728681,39.71,2018,1,86.84977054837636,-0.32573289902280145,Slight or No change
177,TATAPOWER,EQ,2018-01-25,91.8,91.85,92.6,89.55,89.95,89.95,90.7,10848150,983973950.75,29504,5761631,53.11,2018,1,86.8791201384625,-2.756756756756751,Negative
178,TATAPOWER,EQ,2018-01-29,89.95,90.1,91.15,89.45,89.9,90.05,90.27,4361006,393665911.5,19982,1631785,37.42,2018,1,86.8911419334513,-1.9063180827886717,Negative
179,TATAPOWER,EQ,2018-01-30,90.05,88.65,91.4,88.15,90.55,90.6,89.95,6984202,628220621.0,17950,1859048,26.62,2018,1,86.91352558115865,0.7226236798221208,Slight positive
180,TATAPOWER,EQ,2018-01-31,90.6,90.4,91.2,88.55,88.95,89.0,89.7,5862598,525863888.45,21475,2792251,47.63,2018,1,86.92404235321169,-1.1660188784008874,Negative
181,TATAPOWER,EQ,2018-02-01,89.0,89.0,90.85,87.75,89.65,89.7,89.66,9055967,811943468.35,53766,3726923,41.15,2018,2,86.94548896197176,-0.9933774834437026,Slight negative
182,TATAPOWER,EQ,2018-02-02,89.7,88.4,88.7,84.15,84.8,84.8,86.12,6950966,598640980.7,32215,2168532,31.2,2018,2,86.93284117208673,-4.719101123595504,Among top losers
183,TATAPOWER,EQ,2018-02-05,84.8,83.4,85.5,82.35,85.0,85.0,84.42,5165430,436061189.6,20190,1844640,35.71,2018,2,86.92441078615784,-5.2396878483835,Among top losers
184,TATAPOWER,EQ,2018-02-06,85.0,82.0,84.2,79.55,82.7,82.8,82.27,7742393,636983779.9,30112,2739699,35.39,2018,2,86.8976220688076,-2.358490566037741,Negative
185,TATAPOWER,EQ,2018-02-07,82.8,83.95,85.85,83.7,84.15,84.7,84.65,5612811,475136361.3,17901,1896702,33.79,2018,2,86.88732275989472,-0.3529411764705892,Slight or No change
186,TATAPOWER,EQ,2018-02-08,84.7,84.95,86.15,84.65,84.9,85.05,85.39,3975580,339474206.55,16155,1405619,35.36,2018,2,86.88124391098656,2.717391304347827,Positive
187,TATAPOWER,EQ,2018-02-09,85.05,82.5,85.95,82.5,85.05,85.05,84.66,3539836,299669414.4,13822,996465,28.15,2018,2,86.87586508835662,0.4132231404958553,Slight or No change
188,TATAPOWER,EQ,2018-02-12,85.05,85.5,87.35,85.5,86.6,86.75,86.5,3958245,342378108.25,15889,1318195,33.3,2018,2,86.87545304608706,1.9988242210464469,Positive
189,TATAPOWER,EQ,2018-02-14,86.75,87.5,88.9,86.45,86.7,87.1,87.3,8735379,762573341.6,25994,2036042,23.31,2018,2,86.87706367836115,2.41034685479129,Positive
190,TATAPOWER,EQ,2018-02-15,87.1,88.8,88.8,85.6,86.55,86.25,86.97,4726842,411112113.2,16367,1386406,29.33,2018,2,86.87463925846868,-0.5763688760806907,Slight negative
191,TATAPOWER,EQ,2018-02-16,86.25,86.5,87.4,85.85,86.7,86.65,86.55,3919700,339231883.65,16474,1099229,28.04,2018,2,86.87392134280985,-0.5166475315728891,Slight negative
192,TATAPOWER,EQ,2018-02-19,86.65,86.7,86.85,85.0,85.9,86.1,85.83,3506211,300950876.8,15765,1337626,38.15,2018,2,86.87171521813167,-0.17391304347826875,Slight or No change
193,TATAPOWER,EQ,2018-02-20,86.1,86.1,86.8,85.55,86.15,86.4,86.29,2973442,256580034.05,15306,1200853,40.39,2018,2,86.8705776277044,-0.288517022504331,Slight or No change
194,TATAPOWER,EQ,2018-02-21,86.4,86.5,87.1,84.6,86.3,86.35,86.09,6105693,525643506.05,18937,2508084,41.08,2018,2,86.86801242487418,0.29036004645761615,Slight or No change
195,TATAPOWER,EQ,2018-02-22,86.35,86.2,87.2,83.45,83.75,84.9,84.98,11344724,964021818.9,17612,5976267,52.68,2018,2,86.8501572212726,-1.736111111111116,Negative
196,TATAPOWER,EQ,2018-02-23,84.9,85.0,86.45,84.5,85.7,85.75,85.58,6224406,532678419.1,13085,1727995,27.76,2018,2,86.84470794010362,-0.694846554719164,Slight negative
197,TATAPOWER,EQ,2018-02-26,85.75,85.85,87.1,85.6,85.9,85.9,86.25,5083760,438459665.6,10040,1909690,37.56,2018,2,86.8409015283633,1.1778563015312216,Positive
198,TATAPOWER,EQ,2018-02-27,85.9,86.35,86.9,85.3,85.4,85.65,86.09,3483539,299887048.4,8857,1367243,39.25,2018,2,86.83762259728192,-0.11661807580174433,Slight or No change
199,TATAPOWER,EQ,2018-02-28,85.65,85.55,85.8,84.25,84.45,84.5,84.82,3879178,329023231.85,16224,2150566,55.44,2018,2,86.83047729931872,-1.6298020954598424,Negative
200,TATAPOWER,EQ,2018-03-01,84.5,85.0,85.95,83.95,84.5,84.3,84.92,6936315,589004192.6,21809,1335287,19.25,2018,3,86.81672199222389,-1.5761821366024664,Negative
201,TATAPOWER,EQ,2018-03-05,84.3,84.3,84.3,81.4,82.4,82.15,82.45,5009614,413030313.0,14455,1757320,35.08,2018,3,86.79847238353892,-2.781065088757395,Negative
202,TATAPOWER,EQ,2018-03-06,82.15,82.6,83.15,81.1,81.55,81.75,82.23,4764070,391765080.8,12763,1353309,28.41,2018,3,86.7797671396026,-3.0249110320284656,Among top losers
203,TATAPOWER,EQ,2018-03-07,81.75,81.2,81.7,79.0,79.05,79.2,79.93,3996821,319485447.55,11970,1116702,27.94,2018,3,86.7562790365929,-3.590992087644551,Among top losers
204,TATAPOWER,EQ,2018-03-08,79.2,78.6,80.4,77.0,79.4,79.9,78.74,8699087,684977331.7,31521,2457106,28.25,2018,3,86.71034651745278,-2.2629969418960227,Negative
205,TATAPOWER,EQ,2018-03-09,79.9,80.0,81.6,79.8,80.0,80.0,80.31,5486959,440667305.3,16718,2107140,38.4,2018,3,86.68211049787803,1.0101010101010166,Positive
206,TATAPOWER,EQ,2018-03-12,80.0,80.55,81.05,79.95,80.6,80.85,80.36,3328605,267481231.3,9556,1414388,42.49,2018,3,86.66726114140187,1.1889862327909784,Positive
207,TATAPOWER,EQ,2018-03-13,80.85,80.8,82.25,80.4,81.0,81.35,81.19,5000216,405958379.95,11034,1000384,20.01,2018,3,86.64700118698586,1.6874999999999973,Positive
208,TATAPOWER,EQ,2018-03-14,81.35,81.25,81.4,79.85,80.4,80.4,80.47,3251098,261608201.25,7918,1042597,32.07,2018,3,86.63156326726968,-0.5565862708719727,Slight negative
209,TATAPOWER,EQ,2018-03-15,80.4,80.6,81.2,80.0,80.1,80.25,80.27,3876762,311205264.6,7124,2052414,52.94,2018,3,86.61281308757259,-1.3521819299323834,Negative
210,TATAPOWER,EQ,2018-03-16,80.25,80.25,80.65,79.7,80.25,79.95,80.01,9813941,785209315.6,15819,7331028,74.7,2018,3,86.56362137008712,-0.5597014925373123,Slight negative
211,TATAPOWER,EQ,2018-03-19,79.95,79.95,80.5,78.85,79.7,79.55,79.47,4114695,326993484.4,28975,1922305,46.72,2018,3,86.54197781472102,-0.8722741433021874,Slight negative
212,TATAPOWER,EQ,2018-03-20,79.55,78.8,80.55,78.8,80.1,80.35,80.05,2206517,176638842.35,11131,953520,43.21,2018,3,86.5317480130614,0.500312695434646,Slight positive
213,TATAPOWER,EQ,2018-03-21,80.35,80.4,80.75,79.8,80.0,79.95,80.05,5279874,422673433.9,12773,3370514,63.84,2018,3,86.50583118399582,0.5028284098051561,Slight positive
214,TATAPOWER,EQ,2018-03-22,79.95,79.9,80.35,79.75,80.05,80.0,80.02,3112967,249102366.5,9507,1888142,60.65,2018,3,86.49076208582186,-0.43559427504666903,Slight or No change
215,TATAPOWER,EQ,2018-03-23,80.0,78.0,80.3,78.0,79.65,80.0,79.53,6418882,510476390.25,27448,4189158,65.26,2018,3,86.45990920217164,0.0625390869293252,Slight or No change
216,TATAPOWER,EQ,2018-03-26,80.0,81.0,81.25,78.75,80.0,79.9,79.69,6556759,522532271.95,26219,1947008,29.69,2018,3,86.42821176617063,-0.12499999999999734,Slight or No change
217,TATAPOWER,EQ,2018-03-27,79.9,80.45,81.5,79.7,80.3,80.1,80.36,4073519,327334024.6,16709,1424537,34.97,2018,3,86.40927150134264,0.12499999999999734,Slight or No change
218,TATAPOWER,EQ,2018-03-28,80.1,79.8,80.35,78.35,78.65,79.0,79.36,10620637,842874619.95,23369,6479954,61.01,2018,3,86.3519014105898,-1.126408010012525,Negative
219,TATAPOWER,EQ,2018-04-02,79.0,79.0,82.2,78.75,81.75,81.9,80.77,3657360,295420377.2,19189,1500965,41.04,2018,4,86.34006237722438,2.2471910112359605,Positive
220,TATAPOWER,EQ,2018-04-03,81.9,81.15,84.6,81.15,84.5,84.45,83.23,3298435,274528584.3,12078,1281724,38.86,2018,4,86.33554020889731,6.898734177215204,Among top gainers
221,TATAPOWER,EQ,2018-04-04,84.45,84.7,85.95,82.55,82.7,83.05,84.26,4973672,419084242.7,14926,1532602,30.81,2018,4,86.32372932049873,1.4041514041513992,Positive
222,TATAPOWER,EQ,2018-04-05,83.05,84.0,84.75,83.3,83.35,83.5,83.82,2956519,247811333.95,8782,1278368,43.24,2018,4,86.31770822753774,-1.1249259917110788,Negative
223,TATAPOWER,EQ,2018-04-06,83.5,83.55,85.1,82.6,84.0,84.5,83.81,4231975,354691243.6,11918,1058808,25.02,2018,4,86.312177079004,1.7459361830222786,Positive
224,TATAPOWER,EQ,2018-04-09,84.5,84.15,85.4,83.95,85.0,85.0,84.67,1829399,154886449.7,10197,967481,52.89,2018,4,86.31045331405491,1.7964071856287456,Positive
225,TATAPOWER,EQ,2018-04-10,85.0,85.3,87.6,84.0,87.0,87.1,86.39,8597297,742685885.2,19578,2447793,28.47,2018,4,86.31529775854702,3.076923076923066,Among top gainers
226,TATAPOWER,EQ,2018-04-11,87.1,86.9,88.1,86.0,87.05,87.0,86.97,5792098,503751358.3,16940,2661020,45.94,2018,4,86.31811646819735,2.35294117647058,Positive
227,TATAPOWER,EQ,2018-04-12,87.0,87.1,88.45,86.3,87.6,87.85,87.48,8423805,736926168.75,13729,3745348,44.46,2018,4,86.32723351754287,0.8610792192881744,Slight positive
228,TATAPOWER,EQ,2018-04-13,87.85,87.8,88.7,87.2,87.55,87.65,87.78,4719330,414267489.2,9499,2269164,48.08,2018,4,86.33162931967793,0.7471264367816088,Slight positive
229,TATAPOWER,EQ,2018-04-16,87.65,86.85,88.25,85.65,87.45,87.8,87.23,2340628,204180257.15,7849,854584,36.51,2018,4,86.33404548973158,-0.05691519635742104,Slight or No change
230,TATAPOWER,EQ,2018-04-17,87.8,87.85,88.1,87.0,87.15,87.45,87.37,3111160,271832433.45,15582,1407416,45.24,2018,4,86.33648094074468,-0.22818026240730704,Slight or No change
231,TATAPOWER,EQ,2018-04-18,87.45,87.55,88.35,87.1,87.5,87.65,87.67,3471674,304350001.35,8313,1551629,44.69,2018,4,86.33967196078488,-0.17084282460135825,Slight or No change
232,TATAPOWER,EQ,2018-04-19,87.65,87.85,88.55,86.5,86.6,86.8,87.22,7133021,622172643.75,12382,4537735,63.62,2018,4,86.34195825846544,-0.7432818753573489,Slight negative
233,TATAPOWER,EQ,2018-04-20,86.8,86.8,86.9,85.5,85.75,85.9,86.07,4158260,357883998.15,8752,2703927,65.03,2018,4,86.34068232181187,-1.996577296063895,Negative
234,TATAPOWER,EQ,2018-04-23,85.9,85.5,86.1,84.6,85.45,85.4,85.27,4863546,414720452.4,11436,1878225,38.62,2018,4,86.33751663294669,-1.612903225806439,Negative
235,TATAPOWER,EQ,2018-04-24,85.4,85.4,86.25,84.55,85.25,85.25,85.16,5006507,426353028.5,8882,3471260,69.33,2018,4,86.33376222848828,-0.7566938300349269,Slight negative
236,TATAPOWER,EQ,2018-04-25,85.25,85.1,86.95,84.75,86.25,86.05,85.36,3593228,306706285.35,12270,1600714,44.55,2018,4,86.33306087825416,0.7611241217798437,Slight positive
237,TATAPOWER,EQ,2018-04-26,86.05,86.0,87.2,84.9,85.1,86.05,85.69,3632913,311313656.75,10862,1475865,40.62,2018,4,86.33235529782957,0.9384164222873803,Slight positive
238,TATAPOWER,EQ,2018-04-27,86.05,85.9,88.6,85.2,87.45,87.8,87.13,6838988,595856505.55,11863,1780130,26.03,2018,4,86.3392100426507,2.033701336432303,Positive
239,TATAPOWER,EQ,2018-04-30,87.8,87.85,89.15,87.1,87.85,88.3,88.08,6431222,566478469.1,15513,2099330,32.64,2018,4,86.34778436500947,2.614758861127253,Positive
240,TATAPOWER,EQ,2018-05-02,88.3,88.75,89.55,86.3,87.0,87.0,87.82,5877657,516184874.2,17564,2070781,35.23,2018,5,86.35038056700009,-0.9111617312072884,Slight negative
241,TATAPOWER,EQ,2018-05-03,87.0,88.0,88.75,84.9,86.85,86.15,86.19,8417244,725461869.45,25379,3035653,36.06,2018,5,86.34924477217314,-2.4348810872027116,Negative
242,TATAPOWER,EQ,2018-05-04,86.15,86.1,86.55,83.4,84.35,85.45,85.05,8584365,730119468.9,17037,4196805,48.89,2018,5,86.34407635982365,-1.7816091954023006,Negative
243,TATAPOWER,EQ,2018-05-07,85.45,84.9,86.15,84.35,84.85,85.1,85.29,6888782,587575611.25,20117,3461620,50.25,2018,5,86.33836470353258,-1.2188044109112117,Negative
244,TATAPOWER,EQ,2018-05-08,85.1,85.2,86.2,82.7,83.95,84.25,84.42,6183895,522034183.25,12820,2934974,47.46,2018,5,86.3297932424882,-1.404330017554134,Negative
245,TATAPOWER,EQ,2018-05-09,84.25,84.0,84.6,82.9,82.95,83.35,83.8,4556128,381783548.1,8134,2882551,63.27,2018,5,86.32080950349683,-2.056404230317277,Negative
246,TATAPOWER,EQ,2018-05-10,83.35,83.35,83.75,80.85,81.6,82.0,81.92,5727033,469167148.1,12994,2365272,41.3,2018,5,86.30449675470196,-2.670623145400597,Negative
247,TATAPOWER,EQ,2018-05-11,82.0,81.8,82.4,80.8,81.3,81.9,81.72,4097448,334827725.2,8418,1168695,28.52,2018,5,86.29263167709561,-1.7396520695860729,Negative
248,TATAPOWER,EQ,2018-05-14,81.9,81.6,82.0,80.35,81.5,81.55,81.26,7645061,621209994.2,12939,4046991,52.94,2018,5,86.26891336402811,-0.5487804878048785,Slight negative
249,TATAPOWER,EQ,2018-05-15,81.55,81.35,82.1,80.35,81.15,81.25,81.27,4188197,340378698.35,12942,1756127,41.93,2018,5,86.25520037859778,-0.7936507936508019,Slight negative
250,TATAPOWER,EQ,2018-05-16,81.25,80.7,81.5,80.5,81.05,81.25,81.05,2846781,230739851.1,12771,907409,31.87,2018,5,86.24592215284518,-0.3678724708767622,Slight or No change
251,TATAPOWER,EQ,2018-05-17,81.25,81.5,82.5,80.55,81.4,81.65,81.37,5906232,480603244.25,13485,2823101,47.8,2018,5,86.22831433579147,0.492307692307703,Slight or No change
252,TATAPOWER,EQ,2018-05-18,81.65,81.5,81.5,80.25,80.4,80.85,80.85,7138023,577103334.15,14511,3826431,53.61,2018,5,86.2035264068054,-0.492307692307703,Slight or No change
253,TATAPOWER,EQ,2018-05-21,80.85,80.75,80.8,78.35,78.7,78.8,79.41,3399879,269970680.85,12540,1480720,43.55,2018,5,86.18730957995608,-3.490508266993275,Among top losers
254,TATAPOWER,EQ,2018-05-22,78.8,78.95,79.25,77.7,77.75,77.85,78.31,3793522,297057360.5,9272,980811,25.85,2018,5,86.16698263128576,-3.710575139146566,Among top losers
255,TATAPOWER,EQ,2018-05-23,77.85,78.0,78.55,77.05,77.1,77.45,77.73,2530994,196730400.75,9508,833366,32.93,2018,5,86.15282615781182,-1.7131979695431454,Negative
256,TATAPOWER,EQ,2018-05-24,77.45,77.55,77.9,75.3,75.95,76.45,76.49,5298717,405319296.2,10841,2072949,39.12,2018,5,86.11994911879826,-1.7983301220295345,Negative
257,TATAPOWER,EQ,2018-05-25,76.45,76.4,81.7,75.95,81.2,81.2,79.53,6118812,486618985.6,27188,1408021,23.01,2018,5,86.10077323280589,4.841833440929633,Among top gainers
258,TATAPOWER,EQ,2018-05-28,81.2,81.25,83.0,80.65,81.95,82.3,81.99,3655542,299715281.75,8936,1345006,36.79,2018,5,86.09194362592363,7.652060170045782,Bull run
259,TATAPOWER,EQ,2018-05-29,82.3,82.0,84.35,81.6,82.75,83.5,83.02,7252300,602116359.65,12646,2849084,39.29,2018,5,86.08005252842393,2.8325123152709297,Positive
260,TATAPOWER,EQ,2018-05-30,83.5,82.45,84.0,81.5,82.2,82.45,82.53,5164168,426212762.35,14306,2321072,44.95,2018,5,86.06823252877587,0.18226002430135058,Slight or No change
261,TATAPOWER,EQ,2018-05-31,82.45,82.45,83.2,79.85,80.5,81.3,81.63,9109367,743587950.35,34116,5317313,58.37,2018,5,86.04100159757579,-2.6347305389221587,Negative
262,TATAPOWER,EQ,2018-06-01,81.3,80.65,81.25,78.3,79.55,79.6,79.76,3087156,246242283.35,16084,942639,30.53,2018,6,86.02855962843813,-3.4566403881140184,Among top losers
263,TATAPOWER,EQ,2018-06-04,79.6,79.65,80.05,76.6,77.25,77.2,78.43,2185214,171380652.4,14926,873646,39.98,2018,6,86.01650461911167,-5.043050430504303,Among top losers
264,TATAPOWER,EQ,2018-06-05,77.2,77.1,79.25,76.3,78.7,78.8,77.82,5406955,420751498.7,17387,2952116,54.6,2018,6,85.99220505194997,-1.005025125628134,Negative
265,TATAPOWER,EQ,2018-06-06,78.8,78.7,79.7,77.45,78.3,78.1,78.32,2849279,223167681.9,15362,1231211,43.21,2018,6,85.97822585276941,1.165803108808272,Positive
266,TATAPOWER,EQ,2018-06-07,78.1,78.7,79.9,78.1,78.6,78.35,78.77,3366418,265187337.4,21441,1687546,50.13,2018,6,85.9622952349389,-0.5710659898477188,Slight negative
267,TATAPOWER,EQ,2018-06-08,78.35,79.0,79.0,77.7,77.9,77.95,78.17,4045326,316233348.85,16680,2768556,68.44,2018,6,85.94223837276189,-0.1920614596670811,Slight or No change
268,TATAPOWER,EQ,2018-06-11,77.95,78.3,80.35,78.1,78.3,78.4,79.04,7365983,582217853.35,25838,3416179,46.38,2018,6,85.90801613296372,0.06381620931719123,Slight or No change
269,TATAPOWER,EQ,2018-06-12,78.4,79.0,79.2,77.7,77.7,77.8,78.28,3505780,274428811.05,13853,1322822,37.73,2018,6,85.89054424403982,-0.19243104554201862,Slight or No change
270,TATAPOWER,EQ,2018-06-13,77.8,78.2,78.35,76.8,76.85,77.05,77.56,3049374,236521779.05,12734,1602859,52.56,2018,6,85.8740049475445,-1.7219387755102122,Negative
271,TATAPOWER,EQ,2018-06-14,77.05,77.2,77.75,76.35,77.25,77.3,77.13,2956563,228028123.95,16672,1157243,39.14,2018,6,85.85848067888658,-0.6426735218509005,Slight negative
272,TATAPOWER,EQ,2018-06-15,77.3,77.4,77.6,75.9,76.1,76.1,76.31,2703757,206336790.9,14085,1438437,53.2,2018,6,85.84234929465583,-1.2329656067488703,Negative
273,TATAPOWER,EQ,2018-06-18,76.1,76.1,76.35,74.8,74.9,75.0,75.33,1857389,139911544.85,8909,728653,39.23,2018,6,85.83005071009214,-2.975420439844756,Negative
274,TATAPOWER,EQ,2018-06-19,75.0,74.6,74.85,73.05,73.15,73.4,73.76,3696735,272675350.85,28472,1022238,27.65,2018,6,85.80205182557269,-3.5479632063074806,Among top losers
275,TATAPOWER,EQ,2018-06-20,73.4,73.35,74.5,72.8,73.9,73.85,73.73,3586906,264462861.35,15215,1603243,44.7,2018,6,85.77598646020128,-1.533333333333342,Negative
276,TATAPOWER,EQ,2018-06-21,73.85,74.8,75.2,73.9,74.45,74.55,74.62,2985501,222781597.2,12936,1040111,34.84,2018,6,85.75564624783601,1.566757493187998,Positive
277,TATAPOWER,EQ,2018-06-22,74.55,75.1,76.35,75.0,76.25,76.15,75.81,3099772,234987819.55,15059,1042555,33.63,2018,6,85.737609682298,3.114421123899813,Among top gainers
278,TATAPOWER,EQ,2018-06-25,76.15,76.75,77.3,76.0,76.2,76.35,76.44,4466618,341421860.05,20953,1242153,27.81,2018,6,85.71227835969813,2.4144869215291687,Positive
279,TATAPOWER,EQ,2018-06-26,76.35,76.55,76.55,75.0,75.15,75.1,75.55,2552275,192815529.2,12124,806050,31.58,2018,6,85.69594065606695,-1.3788575180564866,Negative
280,TATAPOWER,EQ,2018-06-27,75.1,75.0,75.25,71.3,71.65,71.9,72.61,4334784,314744019.85,23630,1913554,44.14,2018,6,85.65996244011393,-5.828421741977719,Among top losers
